"","X","RouteDataID","CountryNum","StateNum","Route","RPID","Year","AOU","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","Count10","Count20","Count30","Count40","Count50","StopTotal","SpeciesTotal","Month","Day","ObsN","TotalSpp","StartTemp","EndTemp","TempScale","StartWind","EndWind","StartSky","EndSky","StartTime","EndTime","Assistant","QualityCurrentID","RunType"
"99828",99828,6299447,840,72,10,101,2008,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,7,1090694,61,64,NA,"F",0,0,0,0,513,944,"1   ",1,1
"99829",99829,6312568,840,72,10,101,2009,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,14,1090694,62,46,NA,"F",0,1,1,0,513,944,"1   ",1,1
"99830",99830,6317194,840,72,10,101,2010,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,12,1090694,63,61,NA,"F",0,0,1,1,513,948,"1   ",1,1
"99831",99831,6343120,840,72,10,101,2011,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,4,1090694,63,44,NA,"F",0,0,0,0,513,1002,"1   ",1,1
"99832",99832,6346247,840,72,10,101,2012,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,4,1090694,58,50,NA,"F",1,2,1,2,513,1002,"1   ",1,1
"99833",99833,6352341,840,72,10,101,2013,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,14,1090694,59,50,NA,"F",0,1,0,1,513,931,"1   ",1,1
"99834",99834,6354617,840,72,10,101,2014,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,17,1090694,57,62,NA,"F",0,0,0,1,513,943,"1   ",1,1
"99835",99835,6357611,840,72,10,101,2015,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,12,1090694,60,64,NA,"F",0,1,1,1,513,948,"1   ",1,1
"99836",99836,6360757,840,72,10,101,2016,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,3,1090694,62,67,NA,"F",0,0,2,1,513,1005,"1   ",1,1
"99837",99837,6364031,840,72,10,101,2017,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,3,1090694,62,51,NA,"F",0,1,1,0,513,948,"1   ",1,1
"99838",99838,6367302,840,72,10,101,2018,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,5,28,1090694,60,63,NA,"F",0,0,0,0,513,948,"1   ",1,1
"99839",99839,6372890,840,72,10,101,2019,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,23,1090694,57,49,NA,"F",0,0,0,0,513,953,"1   ",1,1
"99840",99840,6375248,840,72,10,101,2021,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,27,1160465,61,68,NA,"F",1,3,1,1,513,956,"1   ",1,1
"99841",99841,6378256,840,72,10,101,2022,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,26,1160465,57,63,NA,"F",1,3,1,1,513,948,"1   ",1,1
"99842",99842,6381064,840,72,10,101,2023,700,"LYNCH",1,41.6359508,-79.0433273,24,28,1,1,0,0,0,0,0,0,0,6,25,1160465,58,63,NA,"F",1,1,2,1,513,1029,"1   ",1,1
"99870",99870,6242995,840,72,11,101,2001,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,4,1030321,62,47,NA,"F",0,1,0,2,520,941,"1   ",1,1
"99871",99871,6260078,840,72,11,101,2002,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,24,1030321,63,69,NA,"F",0,0,0,0,520,930,"NULL",1,1
"99872",99872,6252987,840,72,11,101,2003,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,22,1030321,69,51,NA,"F",0,2,4,1,520,948,"1   ",1,1
"99873",99873,6252988,840,72,11,101,2004,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,23,1030321,69,57,NA,"F",0,1,0,0,520,1005,"1   ",1,1
"99874",99874,6252989,840,72,11,101,2005,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,17,1030321,71,57,NA,"F",0,3,1,2,520,950,"1   ",1,1
"99875",99875,6263057,840,72,11,101,2007,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,23,1030321,65,46,NA,"F",0,1,0,0,520,953,"NULL",1,1
"99876",99876,6350849,840,72,11,101,2013,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,8,1190893,71,54,NA,"F",0,1,2,2,529,1016,"0   ",1,1
"99877",99877,6356102,840,72,11,101,2014,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,14,1190893,61,51,NA,"F",0,3,2,1,520,1050,"0   ",1,1
"99878",99878,6359759,840,72,11,101,2015,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,19,1190893,75,64,NA,"F",1,2,2,2,520,1012,"0   ",1,1
"99879",99879,6362318,840,72,11,101,2016,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,20,1190893,71,55,NA,"F",0,2,0,1,520,1035,"0   ",1,1
"99880",99880,6365422,840,72,11,101,2017,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,1,1190893,71,47,NA,"F",0,2,0,0,520,1005,"0   ",1,1
"99881",99881,6367629,840,72,11,101,2018,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,3,1190893,67,59,NA,"F",0,2,0,2,520,957,"0   ",1,1
"99882",99882,6371110,840,72,11,101,2019,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,1,1190893,74,54,NA,"F",0,2,1,0,520,1005,"0   ",1,1
"99883",99883,6374679,840,72,11,101,2021,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,13,1190893,77,65,NA,"F",0,1,1,0,520,1016,"0   ",1,1
"99884",99884,6377512,840,72,11,101,2022,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,5,1190893,72,50,NA,"F",0,2,1,2,520,949,"0   ",1,1
"99885",99885,6380532,840,72,11,101,2023,700,"N WASHINGTON",1,41.0473847,-79.8330619,24,28,1,1,0,0,0,0,0,0,0,6,4,1190893,62,56,NA,"F",1,2,0,2,520,939,"0   ",1,1
"99912",99912,6241845,840,72,12,101,2001,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,11,1090694,61,58,NA,"F",0,2,2,2,513,1005,"1   ",1,1
"99913",99913,6245228,840,72,12,101,2002,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,2,1090694,68,61,NA,"F",2,2,2,0,513,1002,"1   ",1,1
"99914",99914,6171790,840,72,12,101,2003,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,8,1090694,76,62,NA,"F",0,0,0,1,513,945,"1   ",1,1
"99915",99915,6238872,840,72,12,101,2004,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,1,1090694,67,49,NA,"F",0,0,0,0,513,944,"1   ",1,1
"99916",99916,6249113,840,72,12,101,2005,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,9,1090694,69,62,NA,"F",0,0,0,2,513,936,"1   ",1,1
"99917",99917,6252990,840,72,12,101,2006,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,12,1090694,66,42,NA,"F",0,0,0,2,513,940,"1   ",1,1
"99918",99918,6262824,840,72,12,101,2007,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,9,1090694,71,55,NA,"F",0,2,0,0,513,946,"1   ",1,1
"99919",99919,6299455,840,72,12,101,2008,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,20,1090694,63,52,NA,"F",0,0,0,0,513,937,"1   ",1,1
"99920",99920,6312961,840,72,12,101,2009,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,1,1090694,65,33,NA,"F",0,2,0,1,513,934,"1   ",1,1
"99921",99921,6317218,840,72,12,101,2010,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,10,1090694,65,55,NA,"F",0,1,0,0,513,950,"1   ",1,1
"99922",99922,6343121,840,72,12,101,2011,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,1,1090694,69,68,NA,"F",0,3,1,2,513,952,"1   ",1,1
"99923",99923,6346036,840,72,12,101,2012,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,5,1090694,66,49,NA,"F",0,1,1,2,513,949,"1   ",1,1
"99924",99924,6352322,840,72,12,101,2013,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,7,1090694,67,60,NA,"F",0,1,1,2,513,948,"1   ",1,1
"99925",99925,6354565,840,72,12,101,2014,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,15,1090694,61,42,NA,"F",0,0,0,0,513,939,"1   ",1,1
"99926",99926,6357605,840,72,12,101,2015,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,10,1090694,62,51,NA,"F",0,0,0,0,513,934,"1   ",1,1
"99927",99927,6361380,840,72,12,101,2016,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,10,1090694,64,38,NA,"F",0,0,0,0,513,1004,"1   ",1,1
"99928",99928,6364059,840,72,12,101,2017,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,4,1090694,64,52,NA,"F",0,1,1,5,513,955,"1   ",1,1
"99929",99929,6367332,840,72,12,101,2018,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,5,29,1090694,61,61,NA,"F",0,0,0,0,513,950,"1   ",1,1
"99930",99930,6371037,840,72,12,101,2019,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,5,1090694,57,60,NA,"F",0,1,5,2,513,1006,"1   ",1,1
"99931",99931,6374354,840,72,12,101,2021,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,5,1090694,60,61,NA,"F",0,2,1,0,513,958,"1   ",1,1
"99932",99932,6377403,840,72,12,101,2022,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,10,1151693,71,49,NA,"F",0,1,0,1,513,1125,"1   ",1,1
"99933",99933,6381001,840,72,12,101,2023,700,"N PINE GROVE",1,41.3997727,-79.2031479,24,28,1,1,0,0,0,0,0,0,0,6,17,1151693,74,57,NA,"F",0,3,4,1,547,1232,"1   ",0,0
"99957",99957,6241847,840,72,13,101,2001,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,2,1090718,54,50,NA,"F",0,0,2,1,509,1005,"1   ",1,1
"99958",99958,6245233,840,72,13,101,2002,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,2,1090718,48,51,NA,"F",0,3,2,0,509,935,"1   ",1,1
"99959",99959,6171792,840,72,13,101,2003,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,6,1090718,53,50,NA,"F",1,2,2,1,509,1018,"1   ",1,1
"99960",99960,6238875,840,72,13,101,2004,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,6,1090718,54,49,NA,"F",0,0,1,2,509,955,"1   ",1,1
"99961",99961,6249117,840,72,13,101,2005,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,5,1090718,61,54,NA,"F",1,1,4,1,509,1024,"1   ",1,1
"99962",99962,6252991,840,72,13,101,2006,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,4,1090718,51,54,NA,"F",0,0,2,2,509,1002,"1   ",1,1
"99963",99963,6260718,840,72,13,101,2007,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,24,1090718,57,46,NA,"F",1,0,0,0,509,1015,"NULL",1,1
"99964",99964,6297940,840,72,13,101,2008,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,8,1090718,50,66,NA,"F",1,0,2,2,509,1030,"NULL",1,1
"99965",99965,6310597,840,72,13,101,2009,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,7,1090718,54,50,NA,"F",1,1,0,1,509,1035,"1   ",1,1
"99966",99966,6317529,840,72,13,101,2010,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,13,1090718,51,70,NA,"F",0,1,2,5,509,1100,"1   ",1,1
"99967",99967,6343122,840,72,13,101,2011,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,5,1090718,56,61,NA,"F",0,3,2,1,509,1057,"1   ",1,1
"99968",99968,6344125,840,72,13,101,2012,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,28,1090718,51,59,NA,"F",0,1,4,1,509,1025,"1   ",1,1
"99969",99969,6350690,840,72,13,101,2013,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,27,1090718,55,34,NA,"F",0,2,0,2,509,1058,"1   ",1,1
"99970",99970,6353959,840,72,13,101,2014,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,1,1090718,56,41,NA,"F",0,2,0,0,509,1103,"1   ",1,1
"99971",99971,6357163,840,72,13,101,2015,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,31,1090718,52,64,NA,"F",0,0,2,1,513,1057,"1   ",1,1
"99972",99972,6360543,840,72,13,101,2016,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,30,1090718,52,59,NA,"F",0,0,2,1,513,1112,"1   ",1,1
"99973",99973,6363819,840,72,13,101,2017,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,27,1090718,52,49,NA,"F",0,0,2,1,509,1121,"1   ",1,1
"99974",99974,6367336,840,72,13,101,2018,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,28,1090718,54,65,NA,"F",0,0,2,1,511,1055,"1   ",1,1
"99975",99975,6370817,840,72,13,101,2019,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,5,27,1090718,51,57,NA,"F",0,1,4,1,509,1055,"1   ",1,1
"99976",99976,6379260,840,72,13,101,2022,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,3,990895,47,50,NA,"F",0,1,0,0,509,1000,"0   ",1,1
"99977",99977,6382647,840,72,13,101,2023,700,"POTTERSDALE",1,41.1631773,-78.0649572,24,28,1,1,0,0,0,0,0,0,0,6,18,990895,49,51,NA,"F",0,2,0,0,509,1011,"0   ",1,1
"100001",100001,6172327,840,72,14,101,2001,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,7,4,1040385,59,56,NA,"F",1,3,1,1,509,948,"0   ",1,1
"100002",100002,6172329,840,72,14,101,2002,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,21,1040385,54,56,NA,"F",1,1,4,0,509,955,"0   ",1,1
"100003",100003,6172331,840,72,14,101,2003,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,25,1040385,57,58,NA,"F",0,2,1,0,509,940,"0   ",1,1
"100004",100004,6345780,840,72,14,101,2004,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,24,1040385,58,46,NA,"F",0,3,0,1,509,945,"NULL",1,1
"100005",100005,6345918,840,72,14,101,2006,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,7,2,1040385,58,64,NA,"F",1,1,2,2,509,1000,"NULL",1,1
"100006",100006,6263052,840,72,14,101,2007,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,19,1040385,57,65,NA,"F",1,2,1,2,509,1000,"NULL",0,0
"100007",100007,6300263,840,72,14,101,2008,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,27,1040385,63,62,NA,"F",0,2,2,0,509,1020,"1   ",1,1
"100008",100008,6313269,840,72,14,101,2009,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,23,1040385,59,53,NA,"F",0,2,0,0,509,1035,"NULL",1,1
"100009",100009,6318720,840,72,14,101,2010,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,22,1040385,55,65,NA,"F",0,0,0,1,509,950,"1   ",1,1
"100010",100010,6343123,840,72,14,101,2011,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,24,1040385,48,66,NA,"F",0,1,1,2,509,930,"1   ",1,1
"100011",100011,6345483,840,72,14,101,2012,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,27,1040385,50,44,NA,"F",0,2,0,0,509,945,"1   ",1,1
"100012",100012,6353285,840,72,14,101,2013,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,24,1040385,56,59,NA,"F",0,1,4,0,505,945,"1   ",1,1
"100013",100013,6356635,840,72,14,101,2014,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,6,20,1040385,40,40,NA,"F",0,1,0,0,509,1000,"1   ",1,1
"100014",100014,6359888,840,72,14,101,2015,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,7,2,1040385,44,52,NA,"F",0,1,4,2,509,955,"0   ",1,1
"100015",100015,6362352,840,72,14,101,2016,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,7,1,1040385,44,51,NA,"F",0,2,2,1,509,1010,"1   ",1,1
"100016",100016,6366607,840,72,14,101,2017,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,7,6,1041136,46,64,NA,"F",1,1,2,2,514,1124,"0   ",1,1
"100017",100017,6373009,840,72,14,101,2019,700,"ODIN",1,41.6976452,-78.08346,24,28,1,1,0,0,0,0,0,0,0,7,2,1041136,44,55,NA,"F",1,1,1,1,509,1134,"0   ",1,1
"100027",100027,6241849,840,72,15,101,2001,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,9,1090694,68,45,NA,"F",0,0,0,0,509,1014,"1   ",1,1
"100028",100028,6245237,840,72,15,101,2002,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,8,1090694,70,44,NA,"F",0,2,0,0,509,958,"1   ",1,1
"100029",100029,6171794,840,72,15,101,2003,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,16,1090694,72,47,NA,"F",0,0,2,1,509,1005,"1   ",1,1
"100030",100030,6238878,840,72,15,101,2004,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,3,1090694,74,55,NA,"F",0,1,2,1,509,951,"1   ",1,1
"100031",100031,6249121,840,72,15,101,2005,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,4,1090694,69,62,NA,"F",0,0,2,2,509,952,"1   ",1,1
"100032",100032,6252992,840,72,15,101,2006,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,2,1090694,72,66,NA,"F",0,0,2,2,509,955,"1   ",1,1
"100033",100033,6262826,840,72,15,101,2007,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,12,1090694,71,50,NA,"F",0,0,0,0,509,943,"1   ",1,1
"100034",100034,6299465,840,72,15,101,2008,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,3,1090694,70,46,NA,"F",0,0,0,0,509,937,"1   ",1,1
"100035",100035,6313137,840,72,15,101,2009,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,3,1090694,75,51,NA,"F",0,0,1,2,509,928,"1   ",1,1
"100036",100036,6316945,840,72,15,101,2010,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,5,1090694,65,64,NA,"F",0,1,2,2,509,945,"1   ",1,1
"100037",100037,6343124,840,72,15,101,2011,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,10,1090694,76,60,NA,"F",0,0,1,1,509,948,"1   ",1,1
"100038",100038,6345954,840,72,15,101,2012,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,5,31,1090694,68,44,NA,"F",0,1,2,1,509,939,"1   ",1,1
"100039",100039,6352225,840,72,15,101,2013,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,4,1090694,71,43,NA,"F",0,2,0,0,509,932,"1   ",1,1
"100040",100040,6354096,840,72,15,101,2014,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,5,31,1090694,67,48,NA,"F",0,1,0,0,509,953,"1   ",1,1
"100041",100041,6357340,840,72,15,101,2015,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,4,1090694,68,60,NA,"F",0,2,2,2,509,936,"1   ",1,1
"100042",100042,6360657,840,72,15,101,2016,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,5,31,1090694,60,51,NA,"F",0,0,0,0,519,953,"1   ",1,1
"100043",100043,6364024,840,72,15,101,2017,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,5,31,1090694,72,55,NA,"F",0,0,1,0,509,959,"1   ",1,1
"100044",100044,6367393,840,72,15,101,2018,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,2,1090694,67,67,NA,"F",0,1,0,2,509,940,"1   ",1,1
"100045",100045,6371631,840,72,15,101,2019,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,6,7,1090694,72,44,NA,"F",0,1,1,0,509,956,"1   ",1,1
"100046",100046,6374466,840,72,15,101,2021,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,5,31,1090694,68,41,NA,"F",0,1,1,0,509,1019,"1   ",1,1
"100047",100047,6379438,840,72,15,101,2022,700,"BETULA",1,41.6864267,-78.3955159,24,28,1,1,0,0,0,0,0,0,0,7,1,1020249,79,52,NA,"F",0,1,1,1,509,1025,"0   ",1,1
"100075",100075,6243003,840,72,16,101,2001,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,13,1190292,59,60,NA,"F",2,1,0,0,509,926,"1   ",1,1
"100076",100076,6246662,840,72,16,101,2002,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,8,1190292,62,52,NA,"F",0,1,0,0,509,931,"1   ",1,1
"100077",100077,6172333,840,72,16,101,2003,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,6,1190292,61,50,NA,"F",2,1,2,1,509,947,"1   ",1,1
"100078",100078,6239466,840,72,16,101,2004,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,5,1190292,66,54,NA,"F",3,1,2,2,509,939,"1   ",1,1
"100079",100079,6249952,840,72,16,101,2005,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,11,1190292,59,65,NA,"F",1,0,4,2,509,953,"1   ",1,1
"100080",100080,6252993,840,72,16,101,2006,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,10,1190292,57,51,NA,"F",3,2,2,1,509,923,"1   ",1,1
"100081",100081,6263001,840,72,16,101,2007,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,9,1190292,63,62,NA,"F",1,2,0,0,508,947,"NULL",1,1
"100082",100082,6299060,840,72,16,101,2008,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,7,1190292,61,70,NA,"F",2,1,1,0,509,944,"1   ",1,1
"100083",100083,6313272,840,72,16,101,2009,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,13,1190292,59,57,NA,"F",2,1,0,1,509,944,"0   ",1,1
"100084",100084,6319503,840,72,16,101,2010,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,13,1190292,63,76,NA,"F",1,1,2,2,509,908,"1   ",1,1
"100085",100085,6343125,840,72,16,101,2011,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,12,1190292,54,56,NA,"F",2,1,2,2,509,930,"1   ",1,1
"100086",100086,6346800,840,72,16,101,2012,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,10,1190292,58,60,NA,"F",2,0,0,0,509,941,"1   ",1,1
"100087",100087,6353696,840,72,16,101,2013,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,9,1190292,61,48,NA,"F",1,1,1,1,509,942,"1   ",1,1
"100088",100088,6355939,840,72,16,101,2014,700,"RUSSELL CITY",1,41.5603287,-78.8505629,24,28,1,1,0,0,0,0,0,0,0,6,9,1190292,56,59,NA,"F",2,1,2,2,509,943,"1   ",1,1
